setid,"MolaLity of 1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RaAfb,0.05,298.15,101,1003.25,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABXpAB,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",,,
RaAfb,0.0825,298.15,101,1007.17,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABXpAB,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",,,
RaAfb,0.1108,298.15,101,1010.53,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABXpAB,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",,,
RaAfb,0.1522,298.15,101,1015.32,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABXpAB,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",,,
RaAfb,0.2152,298.15,101,1022.44,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABXpAB,C[n+]1ccn(CCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(pentane-1,5-diyl)bis(3-methyl-1H-imidazol-3-ium) dibromide",,,
