setid,"Temperature, K",Mole fraction of ethylammonium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XyilQ,293.15,0.5,101,1181.6,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,298.15,0.5,101,1178.5,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,303.15,0.5,101,1175.4,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,308.15,0.5,101,1172.4,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,313.15,0.5,101,1169.3,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,318.15,0.5,101,1166.3,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,323.15,0.5,101,1163.4,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,328.15,0.5,101,1160.4,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,333.15,0.5,101,1157.5,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,338.15,0.5,101,1154.6,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,343.15,0.5,101,1151.7,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,348.15,0.5,101,1148.8,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
XyilQ,353.15,0.5,101,1146,Canongia Lopes et al. (2016),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXZSQ,CCC[NH3+].O=[N+]([O-])[O-],propylammonium nitrate,,,
