setid,"MolaLity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ceQub,0.01061,101,298,0.0018,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.02181,101,298,0.0037,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.03198,101,298,0.0054,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.04254,101,298,0.0071,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.05391,101,298,0.009,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.06309,101,298,0.01,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.07537,101,298,0.012,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.08556,101,298,0.014,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.09625,101,298,0.016,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.10755,101,298,0.018,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.18246,101,298,0.029,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.20138,101,298,0.032,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.32322,101,298,0.051,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.40705,101,298,0.063,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.51486,101,298,0.078,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.59834,101,298,0.089,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,0.78354,101,298,0.114,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,1.2128,101,298,0.165,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
ceQub,1.465,101,298,0.192,Brouillette et al. (1998),Density,Liquid,AAiOSe,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
