setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium ethyl sulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
isWbR,293.15,0,101.3,998.2,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.0104,101.3,998.6,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.0206,101.3,999,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.0412,101.3,999.9,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.0625,101.3,1000.7,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.083,101.3,1001.5,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.1043,101.3,1002.4,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.1364,101.3,1003.6,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.1581,101.3,1004.5,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.1906,101.3,1005.8,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,293.15,0.2126,101.3,1006.6,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0,101.3,997,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0.0104,101.3,997.4,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0.0206,101.3,997.9,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0.0412,101.3,998.7,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0.0625,101.3,999.5,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0.083,101.3,1000.3,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0.1043,101.3,1001.1,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0.1364,101.3,1002.4,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0.1581,101.3,1003.3,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
isWbR,298.15,0.1906,101.3,1004.5,Patil et al. (2019),Density,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AADYJk,O,water,,,
