setid,Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LLLIM,0.6131,303.15,100,1061.8,Montalban et al. (2018b),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
LLLIM,0.7001,303.15,100,1068.8,Montalban et al. (2018b),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
LLLIM,0.7502,303.15,100,1073,Montalban et al. (2018b),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
LLLIM,0.7993,303.15,100,1077,Montalban et al. (2018b),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
LLLIM,0.8498,303.15,100,1081.5,Montalban et al. (2018b),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
LLLIM,0.8924,303.15,100,1085.3,Montalban et al. (2018b),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
LLLIM,0.9501,303.15,100,1090,Montalban et al. (2018b),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
LLLIM,1,303.15,100,1094.7,Montalban et al. (2018b),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAeWCz,CCCC(=O)OC(C)CCC,1-methylbutyl butanoate,,,
