setid,Mole fraction of 1-butyl-3-methylimidazolium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YDjEU,0.33333,293.15,101,1340.9,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.33333,303.15,101,1331.8,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.33333,313.15,101,1322.9,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.33333,323.15,101,1314,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.33333,333.15,101,1305.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.33333,343.15,101,1296.5,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.34488,293.15,101,1333.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.34488,303.15,101,1324.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.34488,313.15,101,1315.3,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.34488,323.15,101,1306.5,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.34488,333.15,101,1297.8,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.34488,343.15,101,1289.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,293.15,101,1326.9,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,298.15,101,1322.5,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,303.15,101,1318.1,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,308.15,101,1313.6,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,313.15,101,1309.3,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,318.15,101,1304.9,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,323.15,101,1300.5,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,328.15,101,1296.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,333.15,101,1291.9,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,338.15,101,1287.6,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.357,343.15,101,1283.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.35708,293.15,101,1325.1,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.35708,303.15,101,1316.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.35708,313.15,101,1307.5,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.35708,323.15,101,1298.8,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.35708,333.15,101,1290.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.35708,343.15,101,1281.6,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.37037,293.15,101,1316.5,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.37037,303.15,101,1307.7,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.37037,313.15,101,1299.1,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.37037,323.15,101,1290.5,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.37037,333.15,101,1281.9,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.37037,343.15,101,1273.4,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.3846,293.15,101,1307.4,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.3846,303.15,101,1298.7,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.3846,313.15,101,1290.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.3846,323.15,101,1281.7,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.3846,333.15,101,1273.3,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.3846,343.15,101,1264.89,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,293.15,101,1307.9,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,298.15,101,1303.6,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,303.15,101,1299.3,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,308.15,101,1295,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,313.15,101,1290.8,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,318.15,101,1286.5,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,323.15,101,1282.3,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,328.15,101,1278,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,333.15,101,1273.8,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,338.15,101,1269.51,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.385,343.15,101,1265.2,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.39986,293.15,101,1297.8,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.39986,303.15,101,1289.3,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.39986,313.15,101,1280.8,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.39986,323.15,101,1272.41,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.39986,333.15,101,1264.07,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.39986,343.15,101,1255.78,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.41663,293.15,101,1287.55,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.41663,303.15,101,1279.12,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.41663,313.15,101,1270.79,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.41663,323.15,101,1262.52,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.41663,333.15,101,1254.29,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.41663,343.15,101,1246.13,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,293.15,101,1287.78,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,298.15,101,1283.58,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,303.15,101,1279.4,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,308.15,101,1275.23,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,313.15,101,1271.09,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,318.15,101,1266.95,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,323.15,101,1262.85,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,328.15,101,1258.75,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,333.15,101,1254.66,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,338.15,101,1250.59,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.417,343.15,101,1246.51,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.43473,293.15,101,1276.82,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.43473,303.15,101,1268.52,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.43473,313.15,101,1260.31,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.43473,323.15,101,1252.17,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.43473,333.15,101,1244.08,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.43473,343.15,101,1236.02,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.45459,293.15,101,1265.53,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.45459,303.15,101,1257.37,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.45459,313.15,101,1249.29,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.45459,323.15,101,1241.27,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.45459,333.15,101,1233.28,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.45459,343.15,101,1225.34,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,293.15,101,1265.92,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,298.15,101,1261.81,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,303.15,101,1257.73,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,308.15,101,1253.67,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,313.15,101,1249.62,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,318.15,101,1245.6,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,323.15,101,1241.59,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,328.15,101,1237.62,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,333.15,101,1233.65,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,338.15,101,1229.7,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.455,343.15,101,1225.76,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.47617,293.15,101,1254.06,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.47617,303.15,101,1246.05,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.47617,313.15,101,1238.11,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
YDjEU,0.47617,323.15,101,1230.23,Zheng et al. (2013),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
