setid,"MolaLity of tetrahexylammonium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
trNrX,0.03622,298.15,101.3,944.87,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
trNrX,0.04393,298.15,101.3,945.07,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
trNrX,0.05667,298.15,101.3,945.4,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
trNrX,0.0716,298.15,101.3,945.78,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
trNrX,0.09503,298.15,101.3,946.35,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
trNrX,0.12021,298.15,101.3,946.94,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
trNrX,0.16278,298.15,101.3,947.9,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABfdDn,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],tetrahexylammonium bromide,,,
