setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QfpJW,293.15,0,100,998,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.0449,100,1045,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.0939,100,1076,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.2013,100,1132,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.3004,100,1171,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.3959,100,1199,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.5029,100,1221,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.5917,100,1231,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.6837,100,1241,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.7941,100,1254,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.8916,100,1275,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,0.9472,100,1285,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,293.15,1,100,1298,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,303.15,0,100,988,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,303.15,0.0449,100,1034,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,303.15,0.0939,100,1067,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,303.15,0.2013,100,1124,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,303.15,0.3004,100,1162,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,303.15,0.3959,100,1192,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
QfpJW,303.15,0.5029,100,1212,Masilo and Bahadur (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAOMRa,CCC(=O)O,propanoic acid,,,
