setid,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YvKUG,0,293.15,101,781.95,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0,298.15,101,776.55,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0,303.15,101,771.13,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0,313.15,101,760.18,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0,323.15,101,749.11,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0,333.15,101,737.86,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.1699,293.15,101,985,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.1699,298.15,101,980.32,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.1699,303.15,101,975.64,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.1699,313.15,101,966.28,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.1699,323.15,101,956.92,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.1699,333.15,101,947.5,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.2884,293.15,101,1073.35,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.2884,298.15,101,1068.94,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.2884,303.15,101,1064.49,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.2884,313.15,101,1055.78,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.2884,323.15,101,1047.05,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.2884,333.15,101,1038.32,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.4247,293.15,101,1143.25,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.4247,298.15,101,1139.05,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
YvKUG,0.4247,303.15,101,1134.8,Iulian and Ciocirlan (2012),Density,Liquid,AAHueB,CC#N,acetonitrile,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
