setid,"Temperature, K",Weight fraction of N-methyldiethanolamine,Weight fraction of piperazine,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AhBnV,313.15,0,0,101,1057,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,313.15,0.2391,0.0518,101,1013.9,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,313.15,0.2391,0.0519,101,1013.1,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,313.15,0.2395,0.0519,101,1013.6,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,313.15,0.2401,0.0521,101,1008.5,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,313.15,0.4711,0.0511,101,1030,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,313.15,0.4755,0.0516,101,1019.9,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,313.15,0.4756,0.0516,101,1019.6,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,313.15,0.4767,0.0517,101,1016.6,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,313.15,0.4775,0.0511,101,1015,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0,0,101,1035,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0.2391,0.0518,101,994.9,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0.2391,0.0519,101,993.7,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0.2395,0.0519,101,994.1,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0.2401,0.0521,101,990.4,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0.4711,0.0511,101,1002.7,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0.4755,0.0516,101,1000.1,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0.4756,0.0516,101,1000.1,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0.4767,0.0517,101,997.9,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,333.15,0.4775,0.0511,101,996.2,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0,0,101,1023,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0.2391,0.0518,101,982,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0.2391,0.0519,101,980.1,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0.2395,0.0519,101,981.4,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0.2401,0.0521,101,978,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0.4711,0.0511,101,988.6,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0.4755,0.0516,101,986.9,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0.4756,0.0516,101,986.7,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0.4767,0.0517,101,985.1,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
AhBnV,353.15,0.4775,0.0511,101,983.4,Foo et al. (2015),Density,Liquid,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AAQdRr,C1CNCCN1,piperazine,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide
