setid,"Temperature, K","MolaLity of tetraphenylphosphorane bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ubxoa,288.15,0.02684,101.3,1136.36,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,288.15,0.03575,101.3,1137.1,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,288.15,0.04242,101.3,1137.65,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,288.15,0.0482,101.3,1138.12,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,288.15,0.05405,101.3,1138.59,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,288.15,0.06028,101.3,1139.1,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,288.15,0.07282,101.3,1140.11,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,288.15,0.08425,101.3,1141.03,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,288.15,0.1029,101.3,1142.49,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,288.15,0.1224,101.3,1144,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.02684,101.3,1131.47,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.03575,101.3,1132.21,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.04242,101.3,1132.77,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.0482,101.3,1133.25,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.05405,101.3,1133.73,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.06028,101.3,1134.24,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.07282,101.3,1135.26,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.08425,101.3,1136.18,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.1029,101.3,1137.66,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,293.15,0.1224,101.3,1139.19,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.02684,101.3,1126.58,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.03575,101.3,1127.33,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.04242,101.3,1127.89,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.0482,101.3,1128.38,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.05405,101.3,1128.86,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.06028,101.3,1129.38,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.07282,101.3,1130.4,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.08425,101.3,1131.33,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.1029,101.3,1132.83,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,298.15,0.1224,101.3,1134.36,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.02684,101.3,1121.7,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.03575,101.3,1122.46,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.04242,101.3,1123.02,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.0482,101.3,1123.51,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.05405,101.3,1124,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.06028,101.3,1124.52,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.07282,101.3,1125.55,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.08425,101.3,1126.49,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.1029,101.3,1128,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,303.15,0.1224,101.3,1129.54,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,308.15,0.02684,101.3,1116.81,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,308.15,0.03575,101.3,1117.58,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,308.15,0.04242,101.3,1118.15,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,308.15,0.0482,101.3,1118.64,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,308.15,0.05405,101.3,1119.14,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,308.15,0.06028,101.3,1119.65,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,308.15,0.07282,101.3,1120.7,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
