setid,"Temperature, K","MolaLity of tetraphenylphosphorane bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ubxoa,308.15,0.08425,101.3,1121.65,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,308.15,0.1029,101.3,1123.17,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,308.15,0.1224,101.3,1124.73,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.02684,101.3,1111.93,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.03575,101.3,1112.7,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.04242,101.3,1113.28,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.0482,101.3,1113.77,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.05405,101.3,1114.27,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.06028,101.3,1114.8,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.07282,101.3,1115.86,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.08425,101.3,1116.81,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.1029,101.3,1118.34,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
Ubxoa,313.15,0.1224,101.3,1119.92,Krakowiak et al. (2012),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
