setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ksOZf,293.15,0,100,719.6,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,0.098,100,867.15,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,0.2087,100,984.01,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,0.3403,100,1080.48,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,0.4373,100,1133.05,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,0.5394,100,1176.76,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,0.6574,100,1216.8,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,0.7314,100,1238,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,0.8282,100,1262,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,0.9127,100,1280,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,293.15,1,100,1296.4,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,0,100,714.34,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
