setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ksOZf,298.15,0.098,100,862.78,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,0.2087,100,979.99,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,0.3403,100,1076.7,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,0.4373,100,1129.31,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,0.5394,100,1172.9,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,0.6574,100,1213.1,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,0.7314,100,1234.2,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,0.8282,100,1258.2,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,0.9127,100,1276.3,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,298.15,1,100,1292.3,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0,100,709.02,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0.098,100,858.22,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0.2087,100,975.64,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0.3403,100,1072.46,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0.4373,100,1125.12,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0.5394,100,1168.72,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0.6574,100,1209.1,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0.7314,100,1230.1,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0.8282,100,1254.2,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,0.9127,100,1272.3,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,303.15,1,100,1288.3,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0,100,703.66,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0.098,100,853.72,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0.2087,100,971.27,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0.3403,100,1068.45,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0.4373,100,1121.05,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0.5394,100,1164.69,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0.6574,100,1205.3,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0.7314,100,1226.2,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0.8282,100,1250.6,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,0.9127,100,1268.6,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,308.15,1,100,1284.4,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0,100,698.25,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0.098,100,848.9,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0.2087,100,967.06,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0.3403,100,1064.35,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0.4373,100,1116.75,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0.5394,100,1160.57,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0.6574,100,1201.2,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0.7314,100,1222.3,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0.8282,100,1246.8,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,0.9127,100,1264.7,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
ksOZf,313.15,1,100,1280.5,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
