setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RzoHF,303.15,0.8,101,1108.1,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,308.15,0.2,101,1069.3,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,308.15,0.3,101,1082.8,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,308.15,0.4,101,1093.4,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,308.15,0.5,101,1097.8,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,308.15,0.6,101,1100.4,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,308.15,0.7,101,1104.3,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,308.15,0.8,101,1105,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,313.15,0.2,101,1065.9,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,313.15,0.3,101,1079.6,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,313.15,0.4,101,1090.2,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,313.15,0.5,101,1094.6,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,313.15,0.6,101,1097.2,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,313.15,0.7,101,1101.2,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,313.15,0.8,101,1102,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,318.15,0.2,101,1062.6,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,318.15,0.3,101,1076.3,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,318.15,0.4,101,1087,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,318.15,0.5,101,1091.5,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,318.15,0.6,101,1094.1,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,318.15,0.7,101,1098.2,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,318.15,0.8,101,1098.9,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,323.15,0.2,101,1059.1,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,323.15,0.3,101,1073.1,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,323.15,0.4,101,1083.8,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,323.15,0.5,101,1088.3,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,323.15,0.6,101,1091,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,323.15,0.7,101,1095.1,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
RzoHF,323.15,0.8,101,1095.8,Anantharaj and Banerjee (2011),Density,Liquid,AADYJk,O,water,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
