setid,Solvent: Weight fraction of ethanol,"Pressure, kPa","MolaRity of tetraethylammonium tetrafluoroborate, mol/dm3","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MOIAb,0,100,0.00013,298.2,1008.7,Takamuku et al. (2020),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAIsrh,CCO,ethanol,AADYJk,O,water
MOIAb,0.1,100,0.00013,298.2,956,Takamuku et al. (2020),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAIsrh,CCO,ethanol,AADYJk,O,water
MOIAb,0.2,100,0.00013,298.2,928.7,Takamuku et al. (2020),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAIsrh,CCO,ethanol,AADYJk,O,water
MOIAb,0.3,100,0.00013,298.2,899.5,Takamuku et al. (2020),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAIsrh,CCO,ethanol,AADYJk,O,water
MOIAb,0.4,100,0.00013,298.2,887,Takamuku et al. (2020),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAIsrh,CCO,ethanol,AADYJk,O,water
MOIAb,0.5,100,0.00013,298.2,847.2,Takamuku et al. (2020),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAIsrh,CCO,ethanol,AADYJk,O,water
MOIAb,0.6,100,0.00013,298.2,844.2,Takamuku et al. (2020),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAIsrh,CCO,ethanol,AADYJk,O,water
MOIAb,0.7,100,0.00013,298.2,819.6,Takamuku et al. (2020),Density,Liquid,AApmOO,CC[N+](CC)(CC)CC.F[B-](F)(F)F,tetraethylammonium tetrafluoroborate,AAIsrh,CCO,ethanol,AADYJk,O,water
