setid,"Temperature, K","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tytDF,318.3,8.05e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,3,AAMkhx,CC(F)F,"1,1-difluoroethane"
tytDF,333.8,9.32e-05,Shiflett and Yokozeki (2006a),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,3,AAMkhx,CC(F)F,"1,1-difluoroethane"
tytDF,354.9,0.0001182,Shiflett and Yokozeki (2006a),Density,Liquid mixture 1,Liquid mixture 2,,,Gas,,3,AAMkhx,CC(F)F,"1,1-difluoroethane"
