setid,Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZHXgq,0.591,333.15,96.7,1002.3,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.591,338.15,96.7,999.2,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.591,343.15,96.7,996.1,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.591,348.15,96.7,993,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.591,353.15,96.7,989.9,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,303.15,96.7,1029,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,308.15,96.7,1026,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,313.15,96.7,1023.1,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,318.15,96.7,1020.1,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,323.15,96.7,1017.1,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,328.15,96.7,1014.2,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,333.15,96.7,1011.2,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,338.15,96.7,1008.3,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,343.15,96.7,1005.3,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,348.15,96.7,1002.4,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.764,353.15,96.7,999.5,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,303.15,96.7,1032.7,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,308.15,96.7,1029.8,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,313.15,96.7,1026.9,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,318.15,96.7,1024,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,323.15,96.7,1021.1,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,328.15,96.7,1018.2,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,333.15,96.7,1015.4,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,338.15,96.7,1012.6,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,343.15,96.7,1009.8,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,348.15,96.7,1006.9,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,0.871,353.15,96.7,1004.1,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,303.15,96.7,1036.1,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,308.15,96.7,1033.2,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,313.15,96.7,1030.4,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,318.15,96.7,1027.6,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,323.15,96.7,1024.8,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,328.15,96.7,1021.9,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,333.15,96.7,1019.1,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,338.15,96.7,1016.4,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,343.15,96.7,1013.6,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,348.15,96.7,1010.9,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
ZHXgq,1,353.15,96.7,1008.2,Yang et al. (2017c),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
