setid,"Temperature, K",Mole fraction of tributylmethylphosphonium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RDogX,293.15,0.91,100,1068,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,293.15,0.951,100,1065,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,293.15,1,100,1062,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0,100,1155,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.062,100,1144,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.1,100,1139,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.142,100,1134,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.191,100,1129,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.249,100,1121,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.317,100,1113,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.399,100,1104,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.499,100,1094,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.624,100,1083,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.732,100,1075,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.823,100,1069,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.863,100,1067,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.91,100,1064,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,0.951,100,1062,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,298.15,1,100,1059,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0,100,1149,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.062,100,1138,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.1,100,1133,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.142,100,1128,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.191,100,1123,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.249,100,1116,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.317,100,1108,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.399,100,1099,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.499,100,1089,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.624,100,1079,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.732,100,1071,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.823,100,1065,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.863,100,1063,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.91,100,1060,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,0.951,100,1058,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,303.15,1,100,1056,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0,100,1144,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.062,100,1133,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.1,100,1128,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.142,100,1124,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.191,100,1118,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.249,100,1111,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.317,100,1104,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.399,100,1095,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.499,100,1086,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.624,100,1075,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.732,100,1068,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.823,100,1062,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.863,100,1060,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.91,100,1057,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,0.951,100,1055,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,308.15,1,100,1053,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0,100,1138,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.062,100,1126,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.1,100,1122,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.142,100,1117,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.191,100,1112,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.249,100,1107,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.317,100,1099,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.399,100,1091,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.499,100,1082,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.624,100,1072,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.732,100,1064,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.823,100,1058,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.863,100,1056,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.91,100,1054,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,0.951,100,1052,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,313.15,1,100,1049,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0,100,1133,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.062,100,1121,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.1,100,1117,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.142,100,1112,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.191,100,1107,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.249,100,1102,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.317,100,1095,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.399,100,1087,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.499,100,1078,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.624,100,1068,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.732,100,1061,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.823,100,1055,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.863,100,1053,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.91,100,1050,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,0.951,100,1049,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,318.15,1,100,1046,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0,100,1128,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.062,100,1114,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.1,100,1110,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.142,100,1106,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.191,100,1102,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.249,100,1097,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.317,100,1091,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.399,100,1083,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.499,100,1074,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.624,100,1064,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
RDogX,323.15,0.732,100,1056,Umapathi et al. (2020),Density,Liquid,ABLIPe,CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],tributylmethylphosphonium methyl sulfate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
