setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mRHUR,288.15,0,100,1036.97,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,0.0915,100,1036.07,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,0.1857,100,1033.74,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,0.2805,100,1031.24,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,0.3657,100,1029.04,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,0.4679,100,1026.54,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,0.57,100,1024.08,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,0.6779,100,1021.53,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,0.79,100,1019.14,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,0.8959,100,1016.95,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,288.15,1,100,1015.3,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,293.15,0,100,1032.52,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,293.15,0.0915,100,1031.96,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,293.15,0.1857,100,1029.87,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
mRHUR,293.15,0.2805,100,1027.55,Bai et al. (2016c),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,,,
