setid,"MolaRity of tetrapentylammonium bromide, mol/dm3","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uEgRC,0,101,298.15,936.92,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
uEgRC,0.01887,101,298.15,938.13,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
uEgRC,0.05031,101,298.15,940.03,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
uEgRC,0.0818,101,298.15,941.84,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
uEgRC,0.1101,101,298.15,943.4,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
uEgRC,0.151,101,298.15,945.56,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
uEgRC,0.22015,101,298.15,949.02,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,,,
