setid,Mole ratio to solvent: tetrabutylammonium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CodDw,7,313.15,100,955.3,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,7,323.15,100,949.8,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,7,333.15,100,944.1,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,7,343.15,100,938.5,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,7,353.15,100,933.1,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,8,313.15,100,954.7,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,8,323.15,100,949.3,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,8,333.15,100,943.6,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,8,343.15,100,938.1,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,8,353.15,100,932.3,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,9,313.15,100,952.5,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,9,323.15,100,947.1,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,9,333.15,100,941.5,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,9,343.15,100,935.9,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
CodDw,9,353.15,100,930.1,Mjalli and Al-Azzawi (2021),Density,Liquid,ABBXWo,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],tetrabutylammonium chloride,AAWHtT,O=C(O)[C@@H]1CCCN1,L-proline,,,
