setid,"Temperature, K","Mole fraction of 1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gIFfW,298.15,0.1731,101.3,1144.8,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,298.15,0.302,101.3,1237.1,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,298.15,0.4028,101.3,1293.7,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,298.15,0.4991,101.3,1338.7,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,298.15,0.6093,101.3,1382,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,298.15,0.7039,101.3,1413.9,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,298.15,0.7951,101.3,1440.8,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,298.15,0.8901,101.3,1465.8,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,298.15,1,101.3,1491,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,0,101.3,963.7,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,0.1731,101.3,1139.5,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,0.302,101.3,1232,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,0.4028,101.3,1288.6,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,0.4991,101.3,1333.7,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,0.6093,101.3,1377.1,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,0.7039,101.3,1409,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,0.7951,101.3,1435.9,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,0.8901,101.3,1461,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,303.15,1,101.3,1486.3,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,0,101.3,958,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,0.1731,101.3,1134.2,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,0.302,101.3,1226.9,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,0.4028,101.3,1283.6,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,0.4991,101.3,1328.7,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,0.6093,101.3,1372.2,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,0.7039,101.3,1404.1,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,0.7951,101.3,1431.1,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,0.8901,101.3,1456.2,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,308.15,1,101.3,1481.5,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,0,101.3,952.4,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,0.1731,101.3,1128.9,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,0.302,101.3,1221.7,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,0.4028,101.3,1278.5,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,0.4991,101.3,1323.7,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,0.6093,101.3,1367.3,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,0.7039,101.3,1399.3,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,0.7951,101.3,1426.2,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,0.8901,101.3,1451.4,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,313.15,1,101.3,1476.7,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,0,101.3,946.7,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,0.1731,101.3,1123.6,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,0.302,101.3,1216.5,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,0.4028,101.3,1273.5,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,0.4991,101.3,1318.8,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,0.6093,101.3,1362.4,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,0.7039,101.3,1394.4,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,0.7951,101.3,1421.4,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,0.8901,101.3,1446.6,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,318.15,1,101.3,1472,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,0,101.3,940.9,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,0.1731,101.3,1118.3,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,0.302,101.3,1211.3,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,0.4028,101.3,1268.4,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,0.4991,101.3,1313.8,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,0.6093,101.3,1357.5,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,0.7039,101.3,1389.6,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,0.7951,101.3,1416.6,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,0.8901,101.3,1441.8,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,323.15,1,101.3,1467.2,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,328.15,0,101.3,935.2,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,328.15,0.1731,101.3,1112.9,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,328.15,0.302,101.3,1206.2,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,328.15,0.4028,101.3,1263.4,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,328.15,0.4991,101.3,1308.9,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
gIFfW,328.15,0.6093,101.3,1352.5,Mou et al. (2019),Density,Liquid,ABZxnD,CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
