setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RHwyV,303.15,0.0494,101,830.26,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.0994,101,861.85,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.1997,101,915.67,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.3015,101,957.53,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.3996,101,991.18,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.4986,101,1018.03,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.5998,101,1043.05,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.7008,101,1064.3,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.8005,101,1082.42,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.9002,101,1098.3,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0.946,101,1104.2,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,1,101,1112.2,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0,101,787.3,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.0494,101,822.45,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.0994,101,854.28,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.1997,101,908.5,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.3015,101,950.69,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.3996,101,984.57,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.4986,101,1011.59,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.5998,101,1036.76,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.7008,101,1058.07,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.8005,101,1076.27,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.9002,101,1092.2,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,0.946,101,1098.1,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,313.15,1,101,1106.2,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0,101,778.95,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.0494,101,814.53,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.0994,101,846.65,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.1997,101,901.3,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.3015,101,943.86,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.3996,101,977.99,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.4986,101,1005.19,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.5998,101,1030.52,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.7008,101,1051.91,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.8005,101,1070.18,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.9002,101,1086.2,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,0.946,101,1092.1,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,323.15,1,101,1100.2,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
