setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RHwyV,283.15,0,101,811.46,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.0494,101,845.66,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.0994,101,876.84,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.1997,101,929.98,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.3015,101,971.27,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.3996,101,1004.51,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.4986,101,1031.07,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.5998,101,1055.78,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.7008,101,1076.93,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.8005,101,1094.91,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.9002,101,1110.7,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,0.946,101,1116.6,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,283.15,1,101,1124.5,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0,101,803.52,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.0494,101,837.99,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.0994,101,869.36,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.1997,101,922.83,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.3015,101,964.39,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.3996,101,997.83,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.4986,101,1024.52,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.5998,101,1049.38,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.7008,101,1070.58,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.8005,101,1088.64,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.9002,101,1104.5,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,0.946,101,1110.4,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,293.15,1,101,1118.3,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
RHwyV,303.15,0,101,795.48,Lladosa et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
