setid,"Temperature, K",Mole fraction of 1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LKKvS,308.15,0,101,797.8,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
LKKvS,308.15,0.0014,101,798.2,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
LKKvS,308.15,0.0029,101,799,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
LKKvS,308.15,0.004,101,799.9,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
LKKvS,318.15,0,101,789.7,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
LKKvS,318.15,0.004,101,791.6,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
LKKvS,318.15,0.0046,101,792.2,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
LKKvS,318.15,0.0064,101,793.8,Domanska et al. (2008d),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABChoH,CCCCCCOC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate,,,
