setid,"Temperature, K","MolaLity of tetraphenylphosphorane bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BXfPs,298.15,0.1076,101,1105.33,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,298.15,0.131,101,1107.55,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,298.15,0.1536,101,1109.67,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,298.15,0.1761,101,1112.12,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,298.15,0.2019,101,1114.29,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0,101,1090.17,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.02324,101,1092.38,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.03289,101,1093.3,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.04158,101,1094.12,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.05367,101,1095.25,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.06549,101,1096.38,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.08463,101,1098.2,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.1076,101,1100.38,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.131,101,1102.61,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.1536,101,1104.74,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.1761,101,1107.21,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,303.15,0.2019,101,1109.39,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0,101,1080.12,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.02324,101,1082.37,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.03289,101,1083.3,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.04158,101,1084.13,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.05367,101,1085.29,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.06549,101,1086.42,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.08463,101,1088.27,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.1076,101,1090.49,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.131,101,1092.74,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.1536,101,1094.92,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.1761,101,1097.42,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,313.15,0.2019,101,1099.63,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0,101,1070.08,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.02324,101,1072.36,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.03289,101,1073.3,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.04158,101,1074.15,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.05367,101,1075.32,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.06549,101,1076.47,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.08463,101,1078.35,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.1076,101,1080.6,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.131,101,1082.89,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.1536,101,1085.1,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.1761,101,1087.64,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,323.15,0.2019,101,1089.88,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0,101,1060.03,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.02324,101,1062.35,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.03289,101,1063.3,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.04158,101,1064.16,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.05367,101,1065.35,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.06549,101,1066.52,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.08463,101,1068.43,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.1076,101,1070.71,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.131,101,1073.03,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.1536,101,1075.29,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.1761,101,1077.86,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
BXfPs,333.15,0.2019,101,1080.13,Warminska and Grzybkowski (2010),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABchqg,[Br-].c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,tetraphenylphosphorane bromide,,,
