setid,"Temperature, K",Mole fraction of butyltriethylphosphonium 2-cyanopyrrolide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nayKV,293.15,0,100,1123,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,0.028,100,1117,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,0.059,100,1109,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,0.089,100,1102,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,0.123,100,1096,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,0.194,100,1081,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,0.272,100,1072,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,0.459,100,1041,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,0.537,100,1033,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,0.763,100,1011,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,293.15,1,100,991,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0,100,1120,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0.028,100,1114,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0.059,100,1106,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0.089,100,1100,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0.123,100,1093,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0.194,100,1078,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0.272,100,1068,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0.459,100,1038,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0.537,100,1030,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,0.763,100,1007,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,298.15,1,100,988,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,0,100,1117,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,0.028,100,1111,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,0.059,100,1103,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,0.089,100,1097,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,0.123,100,1088,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,0.194,100,1075,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,0.272,100,1065,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,0.459,100,1035,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
nayKV,303.15,0.537,100,1027,Nordness et al. (2020),Density,Liquid,AAzLBF,CCCC[P+](CC)(CC)CC.N#Cc1ccc[n-]1,butyltriethylphosphonium 2-cyanopyrrolide,AAcjhv,OCCN(CCO)CCO,triethanolamine,,,
