setid,"Temperature, K",Weight fraction of 2-aminoethan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PYFmL,293.15,0.091,101,1265,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
PYFmL,298.15,0.091,101,1261,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
PYFmL,303.15,0.091,101,1257,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
PYFmL,308.15,0.091,101,1253,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
PYFmL,313.15,0.091,101,1249,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
PYFmL,318.15,0.091,101,1245,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
PYFmL,323.15,0.091,101,1241,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
PYFmL,328.15,0.091,101,1237,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
PYFmL,333.15,0.091,101,1233,Ebrahiminejadhasanabadi et al. (2021),Density,Liquid,AALmBl,NCCO,2-aminoethan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
