setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
oEviv,298.15,0.0692,101,1000.44,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,298.15,0.1376,101,1003.7,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,298.15,0.2697,101,1009.85,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,298.15,0.6117,101,1024.93,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,298.15,1.2796,101,1050.9,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,298.15,2.133,101,1078.3,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,298.15,3.115,101,1103.8,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,298.15,5.1874,101,1143.5,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,298.15,7.7923,101,1176,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,303.15,0.0692,101,999.001,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,303.15,0.1376,101,1002.2,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,303.15,0.2697,101,1008.28,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,303.15,0.6117,101,1023.15,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,303.15,1.2796,101,1048.8,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,303.15,2.133,101,1075.8,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,303.15,3.115,101,1101,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,303.15,5.1874,101,1140.3,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,303.15,7.7923,101,1172.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,308.15,0.0692,101,997.35,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,308.15,0.1376,101,1000.49,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,308.15,0.2697,101,1006.54,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,308.15,0.6117,101,1021.17,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,308.15,1.2796,101,1046.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,308.15,2.133,101,1073.1,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,308.15,3.115,101,1098.1,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,308.15,5.1874,101,1136.9,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,308.15,7.7923,101,1169,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,313.15,0.0692,101,995.472,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,313.15,0.1376,101,998.581,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,313.15,0.2697,101,1004.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,313.15,0.6117,101,1019.01,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,313.15,1.2796,101,1044.1,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,313.15,2.133,101,1070.4,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,313.15,3.115,101,1095,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,313.15,5.1874,101,1133.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,313.15,7.7923,101,1165.5,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,318.15,0.0692,101,993.421,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,318.15,0.1376,101,996.491,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,318.15,0.2697,101,1002.47,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,318.15,0.6117,101,1016.68,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,318.15,1.2796,101,1041.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,318.15,2.133,101,1067.6,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,318.15,3.115,101,1091.9,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,318.15,5.1874,101,1130.1,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
oEviv,318.15,7.7923,101,1161.9,Zafarani-Moattar and Shekaari (2005a),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
