setid,"Temperature, K","Pressure, kPa",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EIGdg,298.15,100,0.272,1464.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,303.15,100,0.272,1459.1,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,308.15,100,0.272,1454,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,313.15,100,0.272,1448.9,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,318.15,100,0.272,1443.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,323.15,100,0.272,1438.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,328.15,100,0.272,1433.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,333.15,100,0.272,1428.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,338.15,100,0.272,1423.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,343.15,100,0.272,1418.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,348.15,100,0.272,1413.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,353.15,100,0.272,1408.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,358.15,100,0.272,1404,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
EIGdg,363.15,100,0.272,1399.2,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxGx,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
