setid,"Temperature, K","Pressure, kPa",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NyrOe,298.15,100,0.825,935.1,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,303.15,100,0.825,931.8,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,308.15,100,0.825,928.4,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,313.15,100,0.825,925.1,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,318.15,100,0.825,921.7,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,323.15,100,0.825,918.4,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,328.15,100,0.825,915,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,333.15,100,0.825,911.6,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,338.15,100,0.825,908.2,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,343.15,100,0.825,904.8,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,348.15,100,0.825,901.4,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,353.15,100,0.825,898,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,358.15,100,0.825,894.6,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
NyrOe,363.15,100,0.825,891.2,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACHRUO,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],trihexyltetradecylphosphonium methanesulfonate,,,
