setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FBADz,298.15,0,100,943.93,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,298.15,0.1043,100,1047.23,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,298.15,0.2019,100,1119.61,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,298.15,0.3053,100,1179.86,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,298.15,0.4024,100,1224.24,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,298.15,0.4906,100,1257.27,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,298.15,0.594,100,1290,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,298.15,0.7005,100,1318.9,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,298.15,0.8067,100,1343.2,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,298.15,0.9083,100,1363.5,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,303.15,0,100,939.16,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,303.15,0.1043,100,1042.58,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,303.15,0.2019,100,1115.05,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,303.15,0.3053,100,1175.4,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,303.15,0.4024,100,1219.83,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,303.15,0.4906,100,1253.17,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
FBADz,303.15,0.594,100,1285.8,Anwar et al. (2018),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
