setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TOrQb,308.15,5000,0.20587,1032.77,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,5000,0.24647,1056.53,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,5000,0.29205,1077.41,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,5000,0.35486,1102.65,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,5000,0.41675,1120.18,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,5000,0.53164,1146.44,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,5000,0.60505,1160.1,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,5000,0.71231,1174.41,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,5000,0.85177,1190.09,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,5000,1,1203.18,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0,786.83,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.05405,889.2,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.10968,958.98,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.20587,1035.74,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.24647,1059.34,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.29205,1080.13,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.35486,1105.23,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.41675,1122.68,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.53164,1148.8,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.60505,1162.41,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.71231,1176.69,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,0.85177,1192.3,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,10000,1,1205.32,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0,791.38,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.05405,892.98,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.10968,962.29,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.20587,1038.62,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.24647,1062.08,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.29205,1082.77,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.35486,1107.75,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.41675,1125.1,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.53164,1151.13,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.60505,1164.69,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.71231,1178.89,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,0.85177,1194.46,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,15000,1,1207.43,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0,795.67,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.05405,896.59,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.10968,965.49,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.20587,1041.42,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.24647,1064.78,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.29205,1085.34,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.35486,1110.2,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.41675,1127.49,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.53164,1153.4,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.60505,1166.91,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.71231,1181.05,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,0.85177,1196.57,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,20000,1,1209.5,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0,799.81,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.05405,900.08,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.10968,968.61,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.20587,1044.14,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.24647,1067.36,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.29205,1087.85,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.35486,1112.6,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.41675,1129.82,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.53164,1155.64,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.60505,1169.09,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.71231,1183.19,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,0.85177,1198.7,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,25000,1,1211.5,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0,803.8,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.05405,903.47,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.10968,971.64,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.20587,1046.81,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.24647,1069.91,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.29205,1090.31,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.35486,1114.97,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.41675,1132.1,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.53164,1157.83,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.60505,1171.2,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.71231,1185.3,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,0.85177,1200.7,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,30000,1,1213.5,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0,807.5,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.05405,906.71,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.10968,974.55,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.20587,1049.41,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.24647,1072.4,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.29205,1092.72,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.35486,1117.28,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.41675,1134.35,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.53164,1160,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.60505,1173.3,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.71231,1187.3,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,0.85177,1202.7,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,308.15,35000,1,1215.5,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0,772.35,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.05405,876.91,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.10968,948.08,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.20587,1026.05,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.24647,1050.02,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.29205,1070.93,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.35486,1096.48,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.41675,1114.17,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.53164,1140.64,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.60505,1154.21,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.71231,1168.77,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,0.85177,1184.59,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,100,1,1197.79,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0,774.88,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.05405,878.95,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.10968,949.82,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.20587,1027.53,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.24647,1051.43,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.29205,1072.3,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.35486,1097.75,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.41675,1115.4,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.53164,1141.79,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.60505,1155.36,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
TOrQb,313.15,2500,0.71231,1169.87,Matkowska and Hofman (2013),Density,Liquid,AAGIBL,CO,methanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
