setid,"MolaLity of tetrabutylphosphonium tetrafluoroborate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rcoWx,0.0095,298.15,100,1058.75,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAOMat,C1COCO1,"1,3-dioxolane",,,
rcoWx,0.0142,298.15,100,1059.45,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAOMat,C1COCO1,"1,3-dioxolane",,,
rcoWx,0.019,298.15,100,1060.5,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAOMat,C1COCO1,"1,3-dioxolane",,,
rcoWx,0.0237,298.15,100,1062,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAOMat,C1COCO1,"1,3-dioxolane",,,
rcoWx,0.0285,298.15,100,1063.7,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAOMat,C1COCO1,"1,3-dioxolane",,,
rcoWx,0.0332,298.15,100,1065.7,Ekka and Roy (2014),Density,Liquid,ABOejo,CCCC[P+](CCCC)(CCCC)CCCC.F[B-](F)(F)F,tetrabutylphosphonium tetrafluoroborate,AAOMat,C1COCO1,"1,3-dioxolane",,,
