setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CppKb,0.0398,298.15,101,1146.7,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.1021,298.15,101,1161.7,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.1433,298.15,101,1168.9,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.1988,298.15,101,1176.2,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.2444,298.15,101,1181,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.2998,298.15,101,1185.6,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.3979,298.15,101,1191.7,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.4786,298.15,101,1195.5,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.5652,298.15,101,1198.5,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.7127,298.15,101,1202.7,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.8212,298.15,101,1204.7,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CppKb,0.8546,298.15,101,1205.4,Iglesias-Otero et al. (2008a),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
