setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JVDcz,293.15,0.0192,101,827.5,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.0495,101,890,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.104,101,980,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.151,101,1040,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.203,101,1092,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.298,101,1165,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.399,101,1221,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.477,101,1254,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.629,101,1302,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.763,101,1333.1,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.87,101,1358.2,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,293.15,0.955,101,1365.3,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.0192,101,825.4,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.0495,101,887.9,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.104,101,978,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.151,101,1038,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.203,101,1091,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.298,101,1163,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.399,101,1219,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.477,101,1252,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.629,101,1300,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.763,101,1331.4,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.87,101,1356.5,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,295.15,0.955,101,1363.6,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.0192,101,823.2,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.0495,101,885.8,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.104,101,976,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.151,101,1036,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.203,101,1089,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.298,101,1162,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.399,101,1217,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.477,101,1250,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.629,101,1299,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.763,101,1329.7,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.87,101,1354.8,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,297.15,0.955,101,1361.9,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,299.15,0.0192,101,821.1,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
JVDcz,299.15,0.0495,101,883.7,Trenzado et al. (2019),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAHueB,CC#N,acetonitrile,,,
