setid,"MolaLity of glycylglycylglycine, mol/kg","Pressure, kPa","Temperature, K","Solvent: MolaRity of tetradecyltrimethylammonium bromide, mol/dm3","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Pkiwc,0,101,298.15,0.1,998.007,Talele and Kishore (2014),Density,Liquid,AAkTok,NCC(=O)NCC(=O)NCC(=O)O,glycylglycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
Pkiwc,0.010554,101,298.15,0.1,998.832,Talele and Kishore (2014),Density,Liquid,AAkTok,NCC(=O)NCC(=O)NCC(=O)O,glycylglycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
Pkiwc,0.019517,101,298.15,0.1,999.539,Talele and Kishore (2014),Density,Liquid,AAkTok,NCC(=O)NCC(=O)NCC(=O)O,glycylglycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
Pkiwc,0.024527,101,298.15,0.1,999.92,Talele and Kishore (2014),Density,Liquid,AAkTok,NCC(=O)NCC(=O)NCC(=O)O,glycylglycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
Pkiwc,0.030215,101,298.15,0.1,1000.36,Talele and Kishore (2014),Density,Liquid,AAkTok,NCC(=O)NCC(=O)NCC(=O)O,glycylglycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
Pkiwc,0.034942,101,298.15,0.1,1000.72,Talele and Kishore (2014),Density,Liquid,AAkTok,NCC(=O)NCC(=O)NCC(=O)O,glycylglycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
Pkiwc,0.038236,101,298.15,0.1,1000.97,Talele and Kishore (2014),Density,Liquid,AAkTok,NCC(=O)NCC(=O)NCC(=O)O,glycylglycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
Pkiwc,0.041784,101,298.15,0.1,1001.23,Talele and Kishore (2014),Density,Liquid,AAkTok,NCC(=O)NCC(=O)NCC(=O)O,glycylglycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
Pkiwc,0.049552,101,298.15,0.1,1001.83,Talele and Kishore (2014),Density,Liquid,AAkTok,NCC(=O)NCC(=O)NCC(=O)O,glycylglycylglycine,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
