setid,"MolaLity of N,N,N-triheptyl-1-heptanaminium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
htsIw,0.02723,298.15,101.3,944.42,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
htsIw,0.03475,298.15,101.3,944.57,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
htsIw,0.04203,298.15,101.3,944.7,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
htsIw,0.05952,298.15,101.3,945.03,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
htsIw,0.06764,298.15,101.3,945.16,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
htsIw,0.0815,298.15,101.3,945.4,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
htsIw,0.09655,298.15,101.3,945.66,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
htsIw,0.11764,298.15,101.3,946,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
htsIw,0.1625,298.15,101.3,946.71,Safonova et al. (2005),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABqSGL,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Br-],"N,N,N-triheptyl-1-heptanaminium bromide",,,
