setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FoKPz,100,283.15,1,1118.9,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0,787.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0.0999,932.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0.2001,1000.3,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0.3001,1038.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0.3998,1062,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0.5002,1078.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0.6,1090.1,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0.7001,1098.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0.7996,1105.1,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,0.8998,1111,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,288.15,1,1116,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0,782.1,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0.0999,928.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0.2001,996.9,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0.3001,1035.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0.3998,1058.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0.5002,1075.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0.6,1087.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0.7001,1095.7,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0.7996,1102.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,0.8998,1108.1,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,293.15,1,1113.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0,776.7,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0.0999,924.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0.2001,993.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0.3001,1032.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0.3998,1055.7,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0.5002,1072.3,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0.6,1084.3,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0.7001,1092.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0.7996,1099.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,0.8998,1105.3,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,298.15,1,1110.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0,771.3,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0.0999,920.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0.2001,990,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0.3001,1029,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0.3998,1052.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0.5002,1069.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0.6,1081.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0.7001,1089.9,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0.7996,1096.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,0.8998,1102.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,303.15,1,1107.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0,765.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0.0999,916.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0.2001,986.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0.3001,1025.9,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0.3998,1049.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0.5002,1066.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0.6,1078.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0.7001,1087.1,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0.7996,1093.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,0.8998,1099.7,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,308.15,1,1104.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0,760.3,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0.0999,912.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0.2001,983.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0.3001,1022.7,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0.3998,1046.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0.5002,1063.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0.6,1075.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0.7001,1084.3,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0.7996,1091,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,0.8998,1096.9,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,313.15,1,1102.1,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0,754.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0.0999,908.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0.2001,979.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0.3001,1019.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0.3998,1043.8,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0.5002,1060.6,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0.6,1072.9,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0.7001,1081.5,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0.7996,1088.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,0.8998,1094.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,318.15,1,1099.4,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
FoKPz,100,323.15,0,749.2,Yang and Fang (2018),Density,Liquid,ABLwsx,C[N+](C)(C)CCC[N+]1(C)CCCCC1.N#C[N-]C#N.N#C[N-]C#N,1-methyl-1-(3-(trimethylammonio)propyl)piperidinium dicyanamide,AAHueB,CC#N,acetonitrile,,,
