setid,"Temperature, K","MolaLity of benzyldimethylammonium hexanoate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XwxUf,293.15,0,101.3,1100.41,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,293.15,0.08608,101.3,1095.93,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,293.15,0.17468,101.3,1091.66,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,293.15,0.23738,101.3,1088.56,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,293.15,0.30986,101.3,1085.27,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,293.15,0.37187,101.3,1082.73,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,293.15,0.46497,101.3,1078.89,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,293.15,0.53368,101.3,1076.24,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,293.15,0.61853,101.3,1073.16,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,298.15,0,101.3,1095.39,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,298.15,0.08608,101.3,1090.94,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,298.15,0.17468,101.3,1086.68,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,298.15,0.23738,101.3,1083.6,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,298.15,0.30986,101.3,1080.31,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,298.15,0.37187,101.3,1077.78,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,298.15,0.46497,101.3,1073.95,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,298.15,0.53368,101.3,1071.3,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,298.15,0.61853,101.3,1068.22,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,303.15,0,101.3,1090.37,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,303.15,0.08608,101.3,1085.94,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,303.15,0.17468,101.3,1081.7,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,303.15,0.23738,101.3,1078.64,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,303.15,0.30986,101.3,1075.36,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,303.15,0.37187,101.3,1072.84,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,303.15,0.46497,101.3,1069.02,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,303.15,0.53368,101.3,1066.38,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,303.15,0.61853,101.3,1063.31,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,308.15,0,101.3,1085.35,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,308.15,0.08608,101.3,1080.95,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,308.15,0.17468,101.3,1076.72,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
XwxUf,308.15,0.23738,101.3,1073.67,Keshapolla and Gardas (2014),Density,Liquid,AAwRYL,CCCCCC(=O)[O-].C[NH+](C)Cc1ccccc1,benzyldimethylammonium hexanoate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
