setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 2-methylaniline,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uXUFT,293.15,0.1099,0.7884,101,1049.64,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.1248,0.7665,101,1055.92,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.1418,0.7422,101,1062.87,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.1582,0.7191,101,1069.39,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.1802,0.6878,101,1077.85,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.2037,0.6569,101,1086.6,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.2268,0.6263,101,1094.96,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.2451,0.6074,101,1101.43,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.2642,0.5848,101,1108.05,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.2831,0.5638,101,1114.49,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.3012,0.5432,101,1120.57,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.3224,0.5217,101,1127.56,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
uXUFT,293.15,0.3404,0.5021,101,1133.44,Sharma et al. (2013d),Density,Liquid,AAUfXb,Cc1ccccc1N,2-methylaniline,AAUfPO,CNc1ccccc1,N-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
