setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UrWFn,293.15,0.11,101,1143.4,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,293.15,0.254,101,1123.1,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,293.15,0.352,101,1105.5,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,293.15,0.447,101,1084.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,293.15,0.556,101,1055.1,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,293.15,0.663,101,1018.4,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,293.15,0.748,101,981.7,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,293.15,0.852,101,922.5,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,298.15,0.11,101,1140.2,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,298.15,0.254,101,1119.7,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,298.15,0.352,101,1102,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,298.15,0.447,101,1081.2,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,298.15,0.556,101,1051.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,298.15,0.663,101,1015.1,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,298.15,0.748,101,978.2,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,298.15,0.852,101,918.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,303.15,0.11,101,1137,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,303.15,0.254,101,1116.4,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,303.15,0.352,101,1098.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,303.15,0.447,101,1077.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,303.15,0.556,101,1048,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,303.15,0.663,101,1011.4,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,303.15,0.748,101,974.5,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,303.15,0.852,101,914.8,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,308.15,0.11,101,1133.8,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,308.15,0.254,101,1113.1,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,308.15,0.352,101,1095.2,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,308.15,0.447,101,1074.2,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,308.15,0.556,101,1044.7,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,308.15,0.663,101,1008.1,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,308.15,0.748,101,971,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,308.15,0.852,101,910.9,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,313.15,0.11,101,1130.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,313.15,0.254,101,1109.9,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,313.15,0.352,101,1091.9,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,313.15,0.447,101,1071,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,313.15,0.556,101,1041.3,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,313.15,0.663,101,1004.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,313.15,0.748,101,967.3,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,313.15,0.852,101,907,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,318.15,0.11,101,1127.4,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,318.15,0.254,101,1106.5,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,318.15,0.352,101,1088.5,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,318.15,0.447,101,1067.7,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,318.15,0.556,101,1038.3,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,318.15,0.663,101,1001.4,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,318.15,0.748,101,963.8,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,318.15,0.852,101,903.2,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,323.15,0.11,101,1124.3,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,323.15,0.254,101,1103.2,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,323.15,0.352,101,1085.2,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,323.15,0.447,101,1064.2,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,323.15,0.556,101,1034.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,323.15,0.663,101,997.5,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,323.15,0.748,101,960.3,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,323.15,0.852,101,899.4,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,328.15,0.11,101,1121.1,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,328.15,0.254,101,1100,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,328.15,0.352,101,1081.7,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,328.15,0.447,101,1060.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,328.15,0.556,101,1030.9,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,328.15,0.663,101,993.8,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,328.15,0.748,101,956.3,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,328.15,0.852,101,895.8,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,333.15,0.11,101,1118.1,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,333.15,0.254,101,1096.7,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,333.15,0.352,101,1078.4,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,333.15,0.447,101,1057.1,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,333.15,0.556,101,1027.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,333.15,0.663,101,990.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,333.15,0.748,101,953.6,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
UrWFn,333.15,0.852,101,892.8,Mokhtarani et al. (2009b),Density,Liquid,AAIsrh,CCO,ethanol,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,,,
