setid,Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZQaER,0.00755,298.15,101,1316.6,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.01921,298.15,101,1314.92,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.02714,298.15,101,1313.4,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.03878,298.15,101,1311.8,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.07987,298.15,101,1304.97,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.1395,298.15,101,1294.06,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.194,298.15,101,1284.29,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.2674,298.15,101,1271.96,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.3355,298.15,101,1261.4,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.4787,298.15,101,1243,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.6019,298.15,101,1230.3,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.773,298.15,101,1216.2,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.8496,298.15,101,1211.2,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,0.9107,298.15,101,1207.5,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
ZQaER,1,298.15,101,1202.2,Stoppa et al. (2009),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
