setid,"Temperature, K",Mole fraction of methanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BfHAU,283.15,0.9334,101,951.46,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,283.15,0.9729,101,873.57,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,283.15,0.9873,101,837.66,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,283.15,0.9931,101,821.68,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,283.15,0.9966,101,811.41,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,283.15,1,101,800.9,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0,101,1301.8,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.0851,101,1293.8,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.1553,101,1286.3,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.3213,101,1263.66,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.519,101,1222.4,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.6999,101,1156.19,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.8218,101,1076.58,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.8447,101,1055.69,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.8739,101,1024.98,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.9334,101,942.38,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.9729,101,864.35,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.9873,101,828.44,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.9931,101,812.41,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,0.9966,101,802.12,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,293.15,1,101,791.57,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0,101,1297.7,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.0851,101,1289.8,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.1553,101,1282.2,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.3213,101,1259.58,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.519,101,1218.25,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.6999,101,1151.92,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.8218,101,1072.19,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.8447,101,1051.27,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.8739,101,1020.52,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.9334,101,937.83,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.9729,101,859.72,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.9873,101,823.78,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.9931,101,807.73,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,0.9966,101,797.43,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,298.15,1,101,786.86,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0,101,1293.7,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.0851,101,1285.8,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.1553,101,1278.2,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.3213,101,1255.51,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.519,101,1214.1,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.6999,101,1147.65,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.8218,101,1067.8,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.8447,101,1046.85,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.8739,101,1016.06,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.9334,101,933.28,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.9729,101,855.08,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.9873,101,819.09,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.9931,101,803.02,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,0.9966,101,792.71,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,303.15,1,101,782.11,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0,101,1285.8,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.0851,101,1277.8,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.1553,101,1270.2,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.3213,101,1247.39,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.519,101,1205.81,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.6999,101,1139.11,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.8218,101,1059.01,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.8447,101,1038,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.8739,101,1007.13,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.9334,101,923.96,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.9729,101,845.62,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.9873,101,809.59,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.9931,101,793.52,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,0.9966,101,783.17,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,313.15,1,101,772.51,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0,101,1270.1,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.0851,101,1262,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.1553,101,1254.3,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.3213,101,1231.29,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.519,101,1189.2,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.6999,101,1121.88,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.8218,101,1040.85,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.8447,101,1019.68,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.8739,101,988.75,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.9334,101,904.84,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.9729,101,826.17,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.9873,101,790.08,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BfHAU,333.15,0.9931,101,773.97,Safarov and Guluzade (2022),Density,Liquid,AAGIBL,CO,methanol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
