setid,"Temperature, K","MolaLity of 1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JNuYt,298.15,0.29629,100,1031.7,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,298.15,0.35092,100,1037.7,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,298.15,0.39632,100,1042.9,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,298.15,0.4736,100,1051.1,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,303.15,0.05201,100,1001.9,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,303.15,0.10255,100,1007.8,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,303.15,0.20048,100,1019.1,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,303.15,0.25635,100,1025.3,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,303.15,0.29629,100,1029.7,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,303.15,0.35092,100,1035.7,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,303.15,0.39632,100,1040.6,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,303.15,0.4736,100,1048.7,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,308.15,0.05201,100,1000.2,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,308.15,0.10255,100,1006.1,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,308.15,0.20048,100,1017.2,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,308.15,0.25635,100,1023.4,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,308.15,0.29629,100,1027.7,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,308.15,0.35092,100,1033.6,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,308.15,0.39632,100,1038.4,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,308.15,0.4736,100,1046.6,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,313.15,0.05201,100,998.3,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,313.15,0.10255,100,1004.1,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,313.15,0.20048,100,1015.1,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,313.15,0.25635,100,1021.2,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,313.15,0.29629,100,1025.5,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,313.15,0.35092,100,1031.2,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,313.15,0.39632,100,1036,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,313.15,0.4736,100,1043.9,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,318.15,0.05201,100,996.2,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,318.15,0.10255,100,1002,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,318.15,0.20048,100,1012.8,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,318.15,0.25635,100,1018.8,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,318.15,0.29629,100,1023,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,318.15,0.35092,100,1028.8,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,318.15,0.39632,100,1033.4,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,318.15,0.4736,100,1041.2,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,323.15,0.05201,100,994,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,323.15,0.10255,100,999.7,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,323.15,0.20048,100,1010.4,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,323.15,0.25635,100,1016.3,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,323.15,0.29629,100,1020.5,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,323.15,0.35092,100,1026.1,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,323.15,0.39632,100,1030.8,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,323.15,0.4736,100,1038.4,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,328.15,0.05201,100,991.6,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,328.15,0.10255,100,997.2,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,328.15,0.20048,100,1007.8,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,328.15,0.25635,100,1013.6,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,328.15,0.29629,100,1017.9,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,328.15,0.35092,100,1023.4,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,328.15,0.39632,100,1027.9,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
JNuYt,328.15,0.4736,100,1035.4,Singh and Gardas (2018),Density,Liquid,ABbGzo,CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,"1-butyl-4-(4-sulfobutyl)-1H-1,2,4-triazol-4-ium trifluoromethanesulfonate",AADYJk,O,water,,,
