setid,"Temperature, K","MolaLity of 1-methyl-3-octylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TXhaV,288.15,0.0011,101,999.146,Mehrdad and Parvini (2017a),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
TXhaV,288.15,0.0018,101,999.181,Mehrdad and Parvini (2017a),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
TXhaV,288.15,0.0037,101,999.232,Mehrdad and Parvini (2017a),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
TXhaV,298.15,0.0011,101,997.095,Mehrdad and Parvini (2017a),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
TXhaV,298.15,0.0018,101,997.121,Mehrdad and Parvini (2017a),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
TXhaV,298.15,0.0037,101,997.158,Mehrdad and Parvini (2017a),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
TXhaV,308.15,0.0011,101,994.078,Mehrdad and Parvini (2017a),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
TXhaV,308.15,0.0018,101,994.112,Mehrdad and Parvini (2017a),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
TXhaV,308.15,0.0037,101,994.148,Mehrdad and Parvini (2017a),Density,Liquid,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,AADYJk,O,water,,,
