setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nkBkj,308.15,0.5915,100,1160.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,0.6943,100,1140.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,0.7956,100,1123.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,0.8915,100,1109.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,1,100,1094.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0,100,1356.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0.1031,100,1304.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0.1957,100,1266.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0.2936,100,1232.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0.3935,100,1202.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0.4905,100,1178.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0.5915,100,1156.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0.6943,100,1136.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0.7956,100,1119.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,0.8915,100,1105.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,313.15,1,100,1090.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0,100,1347.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0.1031,100,1297.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0.1957,100,1259.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0.2936,100,1226.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0.3935,100,1197.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0.4905,100,1173.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0.5915,100,1152.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0.6943,100,1132.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0.7956,100,1116.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,0.8915,100,1102.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,318.15,1,100,1087.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0,100,1338,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0.1031,100,1289.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0.1957,100,1253.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0.2936,100,1220.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0.3935,100,1192.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0.4905,100,1168.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0.5915,100,1147.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0.6943,100,1128.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0.7956,100,1112.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,0.8915,100,1098.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,323.15,1,100,1084.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
