setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nkBkj,298.15,0,100,1382.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,0.1031,100,1326.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,0.1957,100,1285.8,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,0.2936,100,1249.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,0.3935,100,1218.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,0.4905,100,1192.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,0.5915,100,1169.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,0.6943,100,1148.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,0.7956,100,1131.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,0.8915,100,1116,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,298.15,1,100,1100.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0,100,1373.7,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0.1031,100,1319.6,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0.1957,100,1279.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0.2936,100,1243.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0.3935,100,1213.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0.4905,100,1188,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0.5915,100,1165.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0.6943,100,1144.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0.7956,100,1127.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,0.8915,100,1112.5,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,303.15,1,100,1097.4,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,0,100,1365,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,0.1031,100,1312.3,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,0.1957,100,1272.9,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,0.2936,100,1238.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,0.3935,100,1208.1,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
nkBkj,308.15,0.4905,100,1183.2,Fatima et al. (2021),Density,Liquid,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",,,
