setid,"Mole fraction of 1,4-butanediol","Temperature, K","Pressure, kPa","Moles per mass of solution: 1-butyl-3-methylimidazolium bromide, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SNdlQ,0.0329,298.15,101,0.1,1008.4,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
SNdlQ,0.0687,298.15,101,0.1,1012.7,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
SNdlQ,0.1074,298.15,101,0.1,1015.8,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
SNdlQ,0.1487,298.15,101,0.1,1017.1,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
SNdlQ,0.1925,298.15,101,0.1,1018,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
SNdlQ,0.2382,298.15,101,0.1,1018.4,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
SNdlQ,0.2855,298.15,101,0.1,1018.4,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
SNdlQ,0.3338,298.15,101,0.1,1018.2,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
SNdlQ,0.3826,298.15,101,0.1,1017.6,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
SNdlQ,0.4312,298.15,101,0.1,1016.8,Checoni (2010),Density,Liquid,AARRzH,OCCCCO,"1,4-butanediol",AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
