setid,Mole fraction of 1-butyl-1-methylpyrrolidinium tricyanomethanide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mpflG,0,308.15,101,1150.81,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0,318.15,101,1141.83,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0,328.15,101,1132.85,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0,338.15,101,1123.88,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0,348.15,101,1114.9,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0,358.15,101,1105.92,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3233,308.15,101,1090.1,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3233,318.15,101,1083.02,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3233,328.15,101,1075.99,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3233,338.15,101,1069,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3233,348.15,101,1062.05,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3233,358.15,101,1055.12,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3889,308.15,101,1078.14,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3889,318.15,101,1071.25,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3889,328.15,101,1064.4,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3889,338.15,101,1057.59,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3889,348.15,101,1050.82,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.3889,358.15,101,1044.1,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.4733,308.15,101,1063.93,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.4733,318.15,101,1057.21,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.4733,328.15,101,1050.54,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.4733,338.15,101,1043.92,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.4733,348.15,101,1037.35,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.4733,358.15,101,1030.81,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.6435,308.15,101,1039.24,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.6435,318.15,101,1032.77,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.6435,328.15,101,1026.37,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.6435,338.15,101,1020.03,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.6435,348.15,101,1013.74,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.6435,358.15,101,1007.5,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.7788,308.15,101,1022.82,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.7788,318.15,101,1016.53,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.7788,328.15,101,1010.3,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.7788,338.15,101,1004.12,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.7788,348.15,101,998,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.7788,358.15,101,991.93,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.8888,308.15,101,1011.23,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.8888,318.15,101,1005.05,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.8888,328.15,101,998.93,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.8888,338.15,101,992.87,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.8888,348.15,101,986.87,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,0.8888,358.15,101,980.94,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,1,308.15,101,1000.76,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,1,318.15,101,994.69,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,1,328.15,101,988.68,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,1,338.15,101,982.73,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,1,348.15,101,976.84,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
mpflG,1,358.15,101,971,Domanska et al. (2014d),Density,Liquid,AAZpqB,c1ccc2sccc2c1,benzo[b]thiophene,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,,,
