setid,"Temperature, K",Mole fraction of 1-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VkVbB,303.15,0.3005,101,917.41,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,303.15,0.4013,101,948.29,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,303.15,0.5014,101,975.25,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,303.15,0.6501,101,1009.37,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,303.15,0.7946,101,1037.55,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,303.15,0.8952,101,1054.56,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,308.15,0.0504,101,815.11,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,308.15,0.0999,101,837.11,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,308.15,0.2005,101,877.78,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,308.15,0.3005,101,912.89,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,308.15,0.4013,101,943.76,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,308.15,0.5014,101,970.72,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,308.15,0.6501,101,1004.85,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,308.15,0.7946,101,1033.05,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,308.15,0.8952,101,1050.08,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,313.15,0.0504,101,810.83,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,313.15,0.0999,101,832.72,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,313.15,0.2005,101,873.27,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,313.15,0.3005,101,908.35,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,313.15,0.4013,101,939.2,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,313.15,0.5014,101,966.17,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,313.15,0.6501,101,1000.32,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,313.15,0.7946,101,1028.55,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,313.15,0.8952,101,1045.6,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
