setid,"Temperature, K",Mole fraction of 1-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VkVbB,293.15,0.0504,101,827.73,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,293.15,0.0999,101,850.08,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,293.15,0.2005,101,891.09,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,293.15,0.3005,101,926.35,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,293.15,0.4013,101,957.27,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,293.15,0.5014,101,984.26,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,293.15,0.6501,101,1018.37,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,293.15,0.7946,101,1046.51,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,293.15,0.8952,101,1063.47,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,298.15,0.0504,101,823.56,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,298.15,0.0999,101,845.8,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,298.15,0.2005,101,886.69,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,298.15,0.3005,101,921.89,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,298.15,0.4013,101,952.8,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,298.15,0.5014,101,979.77,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,298.15,0.6501,101,1013.89,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,298.15,0.7946,101,1042.04,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,298.15,0.8952,101,1059.02,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,303.15,0.0504,101,819.35,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,303.15,0.0999,101,841.47,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
VkVbB,303.15,0.2005,101,882.25,Qian et al. (2012),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAbRuq,CC(=O)[O-].Cn1cc[nH+]c1,1-methylimidazolium acetate,,,
