setid,"Temperature, K","Pressure, kPa","Mole fraction of 1-hexyl-3,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SJWNZ,293.15,100.5,0.637,1352.5,Yue et al. (2018c),Density,Liquid,ABkmXN,CCCCCC[n+]1cc(C)n(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-3,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",ABkmuC,CCCCCCn1c[n+](C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-hexyl-1,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SJWNZ,303.15,100.5,0.637,1343.3,Yue et al. (2018c),Density,Liquid,ABkmXN,CCCCCC[n+]1cc(C)n(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-3,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",ABkmuC,CCCCCCn1c[n+](C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-hexyl-1,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SJWNZ,313.15,100.5,0.637,1334.2,Yue et al. (2018c),Density,Liquid,ABkmXN,CCCCCC[n+]1cc(C)n(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-3,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",ABkmuC,CCCCCCn1c[n+](C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-hexyl-1,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SJWNZ,323.15,100.5,0.637,1325.2,Yue et al. (2018c),Density,Liquid,ABkmXN,CCCCCC[n+]1cc(C)n(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-3,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",ABkmuC,CCCCCCn1c[n+](C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-hexyl-1,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SJWNZ,333.15,100.5,0.637,1316.3,Yue et al. (2018c),Density,Liquid,ABkmXN,CCCCCC[n+]1cc(C)n(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-3,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",ABkmuC,CCCCCCn1c[n+](C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-hexyl-1,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SJWNZ,343.15,100.5,0.637,1307.4,Yue et al. (2018c),Density,Liquid,ABkmXN,CCCCCC[n+]1cc(C)n(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-3,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",ABkmuC,CCCCCCn1c[n+](C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-hexyl-1,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SJWNZ,353.15,100.5,0.637,1298.5,Yue et al. (2018c),Density,Liquid,ABkmXN,CCCCCC[n+]1cc(C)n(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1-hexyl-3,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",ABkmuC,CCCCCCn1c[n+](C)cc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"3-hexyl-1,4-dimethylimidazolium bis((trifluoromethyl)sulfonyl)amide",,,
