setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RaCDa,293.15,0.0912,101,1074.98,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
RaCDa,293.15,0.1871,101,1161.1,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
RaCDa,293.15,0.2922,101,1224.53,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
RaCDa,293.15,0.3783,101,1262.14,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
RaCDa,293.15,0.4845,101,1298.31,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
RaCDa,293.15,0.5809,101,1324.74,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
RaCDa,293.15,0.6768,101,1346.86,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
RaCDa,293.15,0.7744,101,1366.1,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
RaCDa,293.15,0.8686,101,1381.39,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
RaCDa,298.15,0.0912,101,1070.09,Vranes et al. (2013),Density,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
