setid,Mole fraction of 1-ethyl-3-methylimidazolium chloride,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NvyaW,0.25,298.2,100,1118.76,Li et al. (2020f),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANEpq,c1c[nH]cn1,1H-imidazole,,,
NvyaW,0.333,298.2,100,1122.77,Li et al. (2020f),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANEpq,c1c[nH]cn1,1H-imidazole,,,
NvyaW,0.5,298.2,100,1128.81,Li et al. (2020f),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANEpq,c1c[nH]cn1,1H-imidazole,,,
NvyaW,0.667,298.2,100,1133.92,Li et al. (2020f),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AANEpq,c1c[nH]cn1,1H-imidazole,,,
