setid,Weight fraction of ethyl acetate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BDcSE,0.204,101,313,890.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.265,101,313,853.1,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.282,101,313,848,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.317,101,313,840.2,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.321,101,313,839.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.34,101,313,837.4,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.363,101,313,834.1,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.417,101,313,830.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.451,101,313,829.2,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.502,101,313,829.4,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.54,101,313,831.1,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.572,101,313,833.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.646,101,313,837.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.651,101,313,839.1,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.741,101,313,846.3,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.749,101,313,847.3,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.762,101,313,848.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.818,101,313,854.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.833,101,313,856.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.85,101,313,857.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.896,101,313,863.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.913,101,313,865.8,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.938,101,313,869.1,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
BDcSE,0.998,101,313,876.4,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,24,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate
