setid,"Temperature, K","Pressure, kPa",Mole fraction of anisole,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
laijh,348.15,45000,0.6001,1276.4,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,45000,0.7003,1229.3,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,45000,0.8002,1168.7,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,45000,0.9,1087.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,50000,0.1018,1411.9,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,50000,0.2008,1393.8,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,50000,0.3001,1372.7,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,50000,0.4008,1347.2,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,50000,0.5008,1316.6,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,50000,0.6001,1279.3,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,50000,0.7003,1232.1,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,50000,0.8002,1171.5,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
laijh,348.15,50000,0.9,1090.8,Widowati and Lee (2013),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
