setid,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vOngD,313.28,1746.63,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,318.42,1740.53,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,322.77,1735.33,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,327.39,1730.17,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,333.16,1723.36,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,338.38,1718.15,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,342.28,1713.11,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,347.96,1706.91,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,352.25,1701.77,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,358.73,1694.77,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,363.2,1690.51,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
