setid,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vOngD,264.46,1809.25,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,267.64,1804.32,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,272.73,1797.2,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,278.26,1790.02,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,283.31,1782.98,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,288.89,1776.75,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,293.35,1771.41,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,298.33,1765.61,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,303.38,1759.72,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
vOngD,308.34,1753.61,Souckova et al. (2012b),Density,Liquid,Gas,,21,ACGBmj,C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),,,
