setid,Mole fraction of cyclohexane,Mole fraction of benzene,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dglHf,0,0.554,298.15,101,1105.5,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.014,0.489,298.15,101,1123.2,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.016,0.469,298.15,101,1128.1,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.017,0.449,298.15,101,1132.5,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.021,0.391,298.15,101,1143.6,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.026,0.298,298.15,101,1160.6,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.026,0.344,298.15,101,1152.2,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.027,0.318,298.15,101,1157.1,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.03,0.246,298.15,101,1169.7,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.031,0.189,298.15,101,1178.9,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.031,0.214,298.15,101,1174.9,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.032,0.106,298.15,101,1191.7,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.034,0.142,298.15,101,1186.3,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
dglHf,0.039,0,298.15,101,1204.5,Dominguez et al. (2013),Density,Liquid,AAPBFE,c1ccccc1,benzene,AAQJlb,C1CCCCC1,cyclohexane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
