setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 2-methylaniline,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iuyKz,293.15,0.1129,0.7823,101,1052.93,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
iuyKz,293.15,0.1304,0.7556,101,1060.04,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
iuyKz,293.15,0.1509,0.7264,101,1067.96,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
iuyKz,293.15,0.1711,0.6987,101,1075.43,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
iuyKz,293.15,0.1919,0.6709,101,1082.83,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
iuyKz,293.15,0.2123,0.6461,101,1089.82,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
iuyKz,293.15,0.2336,0.6204,101,1096.97,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
iuyKz,293.15,0.2521,0.5984,101,1103.09,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
iuyKz,293.15,0.2712,0.5781,101,1109.23,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
iuyKz,293.15,0.2921,0.5529,101,1116.15,Sharma et al. (2013d),Density,Liquid,AARvIf,Nc1ccccc1,aniline,AAUfXb,Cc1ccccc1N,2-methylaniline,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
