setid,"MolaRity of tetrapentylammonium bromide, mol/dm3","Pressure, kPa","Temperature, K","Volume fraction of N,N-dimethylethanamide","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lpYsP,0,101,298.15,0.5,998.41,Das and Das (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
lpYsP,0.00877,101,298.15,0.5,998.58,Das and Das (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
lpYsP,0.02047,101,298.15,0.5,998.77,Das and Das (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
lpYsP,0.03217,101,298.15,0.5,998.93,Das and Das (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
lpYsP,0.05264,101,298.15,0.5,999.14,Das and Das (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
lpYsP,0.0731,101,298.15,0.5,999.29,Das and Das (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
lpYsP,0.10235,101,298.15,0.5,999.42,Das and Das (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ABUomC,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],tetrapentylammonium bromide,AADYJk,O,water
