setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EBETv,298.15,0,101.3,805.93,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,298.15,0.0425,101.3,843.506,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,298.15,0.0922,101.3,882.293,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,298.15,0.1929,101.3,948.953,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,298.15,0.2926,101.3,1002.76,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,298.15,0.3915,101.3,1047.2,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,298.15,0.4981,101.3,1087.5,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,298.15,0.5997,101.3,1120.1,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,298.15,0.7996,101.3,1172,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,298.15,1,101.3,1212.1,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,303.15,0,101.3,802.088,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,303.15,0.0425,101.3,839.735,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,303.15,0.0922,101.3,878.554,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,303.15,0.1929,101.3,945.272,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,303.15,0.2926,101.3,999.143,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
EBETv,303.15,0.3915,101.3,1043.64,Singh et al. (2013),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
